ID,Review URL,Text,Star,Thumbs Up,User Name,Developer Reply,Version,Review Date,App ID
3946,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFZD6agpGafJvAS5EPtHYIX09eFojLRacUHuSohMKmh1lHOs_dvBmZ7oyhzzxOHln5mblXgXUEV5bOH39I,Nice app,4,0,PRASHANTH gamer,,86.0.4240.110,2020-12-19,com.android.chrome
3947,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEY1Zbx2QAByfPc8VvdLCjWCkr3cStaNektu8viR0_nNA3oNMU9NkMd5APucN19zgTuXMaCuyoMrVxNIUQ,So long,5,0,MANOJ Dora,,85.0.4183.127,2020-12-19,com.android.chrome
3948,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFL2rTC4AqEb1Mpe0boW58361bQ58nhWZvHm-ec-_PZ3bh1ocaxRAWPbFcKYLTs0_SdNth5Id49iMcuzFw,Its not updating.,1,0,Yasmin Gorospe,,87.0.4280.101,2020-12-19,com.android.chrome
3949,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOG5GRYCDuSKQOtoFWR8fYVWs_N1WVdHMIvFT7s-mJXuISwTTwiWP6OfmdJzDJOLYchmU0TUYX71C7LzMDo,Best,5,0,Rakesh Manna,,86.0.4240.110,2020-12-19,com.android.chrome
3950,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFqcThQekKuAxg8m8WTG5C8-F7dZjeijRWB8gbjRj4PSol5_leiz0_KzC5y7GkoICXTrMdrFViVAvb5gkk,Nice,5,0,Jalal Faisal,,64.0.3282.137,2020-12-19,com.android.chrome
3951,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGAHHhklokZ2f4NmkdLLzjONP9_EmhUT3B4ZRUjd4ZPRpW_QnsLSW0Rk2WvJpwVVAukcg_0CvFSAB7Fq6g,App not updating please fix it 🙏🙏🙏,1,0,Shyam Sah,,86.0.4240.99,2020-12-19,com.android.chrome
3952,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOE8Ku_HvSSLAJInt_Y41ZRU9BCsuZCuJV8ff94KgPpkU-jTW-W00_31PWGeTtB6wgWDK6jdwBQbhEkOdi4,Keep us the best job for future developments.,5,0,Mohammad Fadli,,46.0.2490.76,2020-12-19,com.android.chrome
3953,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOF66IUyLdeGSWudyJ2vWM4bWELPsw4VyQzdIy7gaSrLZOVIxlR7GZXHwRchwGjtA0ID3gay66UpQUEltds,It always recommend me new apps to install . Please do something,3,0,creative videos,,84.0.4147.105,2020-12-19,com.android.chrome
3954,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOFqLRU00rqxzTDNmc81hmat6NZcIadcTyXsSEgOZaCnL8ZyW9ZDuAAI4FBcAdErLIA0-xcZIrup7-9XJko,Been having difficulties updating for months,1,0,Ebony Barrett,,85.0.4183.101,2020-12-19,com.android.chrome
3955,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEy97yDtzd1U-9czwI4G_bcF2iad6NThOhTG8oFqxyNqSgF6BTg4StysPjHe6mnzJDu5qDAIsY5VbMuAIA,It's no update why?,5,0,sajid aslam,,86.0.4240.185,2020-12-19,com.android.chrome
3956,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHCARlEnNBpEvjfsnpmcKIEr0H5WW5OwS8d7lwopGw47FtxD5a5XcBp3mjc_u8ZQ-0hwF9CF7OEwGcUyYM,Good,4,0,Venkat Ram,,84.0.4147.111,2020-12-19,com.android.chrome
3957,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGiv-x1xTxBs7lKZyvHxFBil-br6X5umRQol17VGS2uJ90cyTWfj3QawmEe9dk4iAl2btDu6KjviDhQkQM,I want Without fifi update crome on personal data,5,0,Akanksha Disale,,81.0.4044.138,2020-12-19,com.android.chrome
3958,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHj2ZOmStrYPccF1UsZsi-ahGrVaDRnGKoNQzkxr9J6qc9KGe7ffeOPsJg9M3EmkuGEIAoqGKQi7Enp39M,Sir my Chrome does not update please give me solution,1,0,vishal yadav brothers,,81.0.4044.111,2020-12-19,com.android.chrome
3959,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHU8kKL6Naikhj02bNEJfyhnuvt7BOG-0KfFKHHEeymR79_6Z7cFOJo8I0JsjX2AQXOBZ4IJFsgztw78a8,Cannot use the app because I cannot update the app.,1,0,Jonah Howell,,81.0.4044.138,2020-12-19,com.android.chrome
3960,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGeHD68XNbzSiMqPonvB7rpVjXy_o3jq2r161-4Y6dENetemN4u2gAhpLyCr0OVNbYrFmmhkHnsE_50tYo,Nice app,5,0,Raheel Haider,,85.0.4183.81,2020-12-19,com.android.chrome
3961,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEYmb3XaP7VnMNqvq5OasDwmg-SWdhtg_NAOmF4_RG5FnRrKeW8zlyR54p9zjTtxEXsSO5ZUsJkS-UOCk4,Allowing,5,0,Najimuddin Ahmed Swopon,,87.0.4280.101,2020-12-19,com.android.chrome
3962,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOHz7BBbQpPBSlNn2YxnhN7eGPVdqvKU-MfYyIdqFTAUtzb0r8XILs5SnSI7fuSWtZkY93WG1poDZNDPUmc,Doesn't work at all on my HTV Evo 3D. Screen flickers all the time and keyboard (swiftkey) doesn't seem to be compatible (disappears all the time). Really disappointed.. Please let me know if this is ever fixed.,4,0,Christophe Naud-Dulude,,87.0.4280.101,2020-12-19,com.android.chrome
3963,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGfrxlyjSAHfiHfr3Pe0Z0rbPz3g6xzJp0QXQVuSZdVrVF9Sx23rSRIoXUaITkiFxFDBPzXoAvz18R1b9Y,Bad app,1,0,Jayamon Ct,,80.0.3987.99,2020-12-19,com.android.chrome
3964,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOEOUH7-v5sd9WIGwyx_0U6gaRMvqThOW6Kv_FvVdlLqyCbrgYtSgDkfBC4FrrRQmpIO41Dpdtl1Z14KP4I,Nice app,5,0,Waliburfat waliburfat,,70.0.3538.110,2020-12-19,com.android.chrome
3965,https://play.google.com/store/apps/details?id=com.android.chrome&reviewId=gp:AOqpTOGxwO2RvFKmxGVFOytfJgCdof81i_u5-QhKSq5WpmfhRYV0ZzLsxowb3_vwa7fodUAcAdCtVVfRMLv3-es,Its It's good,5,0,Sohail Ahmed,,81.0.4044.138,2020-12-19,com.android.chrome
